0.8000,146.9,0.4338E-02 
1.000,146.9,0.1618E-01 
1.200,146.9,0.5142E-01 
1.400,146.9,0.1322
1.600,147.0,0.2865
1.800,147.2,0.5481
2.000,147.5,0.9658
2.068,147.7,1.161
2.156,148.0,1.503
2.167,148.1,1.522
2.169,148.1,1.563
2.178,148.1,1.588
2.268,147.9,1.727
2.400,147.4,1.866
3.000,143.4,2.372
3.600,136.6,2.908
3.900,131.8,3.209
